,log_price
316,3.4011973816621555
317,4.07753744390572
318,4.77912349311153
319,4.59511985013459
320,4.0943445622221
321,4.718498871295094
322,4.418840607796598
323,3.8918202981106265
324,3.5553480614894135
325,3.6888794541139363
326,3.6109179126442243
327,3.912023005428146
328,4.330733340286331
329,3.6888794541139363
330,8.169902647359145
331,3.6109179126442243
332,4.248495242049359
333,4.997212273764115
334,4.02535169073515
335,3.4011973816621555
336,4.394449154672439
337,4.219507705176107
338,4.060443010546419
339,3.871201010907891
340,3.5263605246161616
341,3.1780538303479458
342,3.8066624897703196
343,3.5263605246161616
344,4.2626798770413155
345,3.4011973816621555
346,4.976733742420574
347,4.912654885736052
348,5.081404364984463
349,4.672828834461906
350,4.248495242049359
351,4.875197323201151
352,3.4011973816621555
353,4.3694478524670215
354,3.258096538021482
355,3.9889840465642745
356,3.912023005428146
357,3.912023005428146
358,4.007333185232471
359,4.219507705176107
360,3.1354942159291497
361,4.2626798770413155
362,4.07753744390572
363,4.02535169073515
364,4.248495242049359
365,3.6375861597263857
366,3.4011973816621555
367,3.4011973816621555
368,3.4011973816621555
369,3.6375861597263857
370,4.812184355372417
371,3.9889840465642745
372,4.290459441148391
373,3.912023005428146
374,4.110873864173311
375,4.07753744390572
376,4.0943445622221
377,4.189654742026425
378,3.1354942159291497
379,4.204692619390966
380,4.844187086458591
381,4.564348191467836
382,3.258096538021482
383,3.7376696182833684
384,4.0943445622221
385,3.5553480614894135
386,4.356708826689592
387,4.2626798770413155
388,3.6375861597263857
389,4.762173934797756
390,4.477336814478207
391,4.330733340286331
392,4.0943445622221
393,4.07753744390572
394,4.553876891600541
395,3.7376696182833684
396,4.007333185232471
397,3.5553480614894135
398,3.8501476017100584
399,3.367295829986474
400,2.6390573296152584
401,4.382026634673881
402,3.871201010907891
403,3.713572066704308
404,3.8066624897703196
405,5.0106352940962555
406,4.060443010546419
407,4.204692619390966
408,3.912023005428146
409,4.430816798843313
410,4.709530201312334
411,3.970291913552122
412,4.382026634673881
413,3.912023005428146
414,3.8918202981106265
415,3.6888794541139363
416,3.4011973816621555
417,3.7376696182833684
418,3.58351893845611
419,3.6888794541139363
420,4.499809670330265
421,3.367295829986474
422,3.8066624897703196
423,4.330733340286331
424,4.060443010546419
425,3.871201010907891
426,3.6888794541139363
427,4.700480365792417
428,4.653960350157523
429,3.9889840465642745
430,4.248495242049359
431,4.969813299576001
432,4.07753744390572
433,4.23410650459726
434,3.7612001156935624
435,4.248495242049359
436,4.007333185232471
437,4.174387269895637
438,4.007333185232471
439,2.995732273553991
440,5.111987788356544
441,5.420534999272286
442,4.700480365792417
443,3.6888794541139363
444,3.912023005428146
445,4.248495242049359
446,4.127134385045092
447,3.8918202981106265
448,4.219507705176107
449,4.0943445622221
450,4.04305126783455
451,3.6888794541139363
452,4.1588830833596715
453,3.5553480614894135
454,4.07753744390572
455,3.912023005428146
456,4.51085950651685
457,4.290459441148391
458,4.04305126783455
459,2.3978952727983707
460,3.6888794541139363
461,3.5553480614894135
462,3.6375861597263857
463,3.970291913552122
464,4.955827057601261
465,3.6375861597263857
466,5.298317366548036
467,3.6109179126442243
468,4.276666119016055
469,5.0106352940962555
470,4.248495242049359
471,3.6888794541139363
472,5.288267030694535
473,3.828641396489095
474,3.4965075614664802
475,5.293304824724492
476,4.127134385045092
477,3.1780538303479458
478,3.6888794541139363
479,3.091042453358316
480,4.0943445622221
481,3.4657359027997265
482,4.727387818712341
483,3.6375861597263857
484,4.23410650459726
485,3.6888794541139363
486,4.990432586778736
487,4.605170185988092
488,3.8066624897703196
489,4.465908118654584
490,3.5263605246161616
491,3.58351893845611
492,3.2188758248682006
493,4.564348191467836
494,3.4657359027997265
495,3.871201010907891
496,4.941642422609304
497,3.871201010907891
498,4.927253685157205
499,3.2188758248682006
500,3.912023005428146
501,3.6888794541139363
502,5.857933154483459
503,3.5553480614894135
504,4.07753744390572
505,5.43372200355424
506,4.007333185232471
507,4.605170185988092
508,4.0943445622221
509,3.828641396489095
510,4.248495242049359
511,3.713572066704308
512,3.4011973816621555
513,2.302585092994046
514,4.672828834461906
515,2.995732273553991
516,3.332204510175204
517,5.3706380281276624
518,3.8501476017100584
519,4.382026634673881
520,3.6375861597263857
521,4.2626798770413155
522,3.091042453358316
523,2.70805020110221
524,3.8066624897703196
525,4.912654885736052
526,4.605170185988092
527,4.174387269895637
528,3.58351893845611
529,3.4339872044851463
530,3.8066624897703196
531,4.976733742420574
532,3.8066624897703196
533,3.9318256327243257
534,3.7612001156935624
535,3.5553480614894135
536,3.912023005428146
537,4.912654885736052
538,3.5263605246161616
539,4.465908118654584
540,3.5553480614894135
541,4.007333185232471
542,3.828641396489095
543,3.2188758248682006
544,3.912023005428146
545,3.970291913552122
546,4.941642422609304
547,3.9889840465642745
548,4.007333185232471
549,4.418840607796598
550,3.912023005428146
551,3.58351893845611
552,3.9512437185814275
553,4.382026634673881
554,3.6888794541139363
555,3.8066624897703196
556,4.127134385045092
557,5.0106352940962555
558,3.6888794541139363
559,3.8066624897703196
560,5.049856007249537
561,4.564348191467836
562,3.8066624897703196
563,5.298317366548036
564,2.6390573296152584
565,3.367295829986474
566,3.6888794541139363
567,4.605170185988092
568,3.295836866004329
569,4.770684624465665
570,5.135798437050262
571,4.61512051684126
572,3.2188758248682006
573,3.258096538021482
574,3.912023005428146
575,3.7376696182833684
576,3.9889840465642745
577,5.0106352940962555
578,3.6888794541139363
579,3.4011973816621555
580,3.332204510175204
581,8.987196820661973
582,3.1354942159291497
583,4.74493212836325
584,4.787491742782046
585,2.995732273553991
586,3.713572066704308
587,4.442651256490317
588,4.962844630259907
589,3.5553480614894135
590,3.7376696182833684
591,2.8903717578961645
592,3.828641396489095
593,3.6888794541139363
594,3.6888794541139363
595,3.8918202981106265
596,3.4011973816621555
597,2.4849066497880004
598,3.8501476017100584
599,4.553876891600541
600,3.871201010907891
601,3.9512437185814275
602,2.995732273553991
603,4.0943445622221
604,4.0943445622221
605,4.189654742026425
606,3.2188758248682006
607,3.2188758248682006
608,4.48863636973214
609,3.2188758248682006
610,3.6888794541139363
611,3.5553480614894135
612,4.442651256490317
613,3.8918202981106265
614,3.6888794541139363
615,2.5649493574615367
616,3.9512437185814275
617,3.6375861597263857
618,3.4011973816621555
619,4.0943445622221
620,3.6375861597263857
621,6.907755278982137
622,4.499809670330265
623,7.313220387090301
624,4.110873864173311
625,6.214608098422191
626,3.1780538303479458
627,3.828641396489095
628,3.912023005428146
629,3.58351893845611
630,3.784189633918261
631,3.6888794541139363
632,4.74493212836325
633,5.393627546352362
634,3.8501476017100584
635,4.1588830833596715
636,3.8066624897703196
637,4.0943445622221
638,4.605170185988092
639,4.543294782270004
640,4.382026634673881
641,4.0943445622221
642,3.1780538303479458
643,3.5263605246161616
644,4.718498871295094
645,3.1780538303479458
646,3.367295829986474
647,3.4011973816621555
648,3.6888794541139363
649,3.871201010907891
650,5.521460917862246
651,4.07753744390572
652,4.174387269895637
653,2.4849066497880004
654,3.8918202981106265
655,3.1354942159291497
656,3.332204510175204
657,3.091042453358316
658,4.574710978503383
659,3.6375861597263857
660,5.3471075307174685
661,3.8066624897703196
662,3.912023005428146
663,3.4965075614664802
664,3.8066624897703196
665,4.248495242049359
666,4.762173934797756
667,3.6375861597263857
668,3.4011973816621555
669,4.59511985013459
670,5.37989735354046
671,3.8918202981106265
672,4.007333185232471
673,3.8066624897703196
674,3.7612001156935624
675,3.367295829986474
676,4.382026634673881
677,3.7612001156935624
678,3.5553480614894135
679,3.912023005428146
680,3.4011973816621555
681,5.0106352940962555
682,4.406719247264253
683,3.912023005428146
684,3.4011973816621555
685,3.6888794541139363
686,3.4011973816621555
687,3.970291913552122
688,3.6888794541139363
689,3.4011973816621555
690,4.574710978503383
691,2.302585092994046
692,3.871201010907891
693,3.2188758248682006
694,3.367295829986474
695,3.9318256327243257
696,4.007333185232471
697,4.07753744390572
698,3.6635616461296463
699,3.8066624897703196
700,4.787491742782046
701,4.0943445622221
702,3.5553480614894135
703,3.367295829986474
704,4.110873864173311
705,3.9318256327243257
706,4.07753744390572
707,3.7612001156935624
708,3.332204510175204
709,3.8918202981106265
710,3.828641396489095
711,3.970291913552122
712,3.6109179126442243
713,4.787491742782046
714,4.584967478670572
715,3.1354942159291497
716,3.8501476017100584
717,3.8066624897703196
718,3.6888794541139363
719,3.4011973816621555
720,3.6888794541139363
721,3.970291913552122
722,4.007333185232471
723,3.367295829986474
724,4.276666119016055
725,3.8066624897703196
726,4.007333185232471
727,3.8918202981106265
728,4.060443010546419
729,4.787491742782046
730,4.5217885770490405
731,3.4011973816621555
732,3.5553480614894135
733,4.248495242049359
734,3.8066624897703196
735,4.990432586778736
736,2.302585092994046
737,4.418840607796598
738,4.007333185232471
739,3.5553480614894135
740,4.04305126783455
741,3.044522437723423
742,3.8066624897703196
743,3.912023005428146
744,3.4965075614664802
745,3.4011973816621555
746,4.276666119016055
747,5.60947179518496
748,3.6635616461296463
749,3.367295829986474
750,4.605170185988092
751,6.214608098422191
752,3.9512437185814275
753,3.2188758248682006
754,4.709530201312334
755,3.1780538303479458
756,5.3706380281276624
757,6.0844994130751715
758,4.0943445622221
759,3.7376696182833684
760,5.497168225293202
761,3.4965075614664802
762,3.332204510175204
763,4.852030263919617
764,4.430816798843313
765,3.5553480614894135
766,3.332204510175204
767,4.007333185232471
768,3.9318256327243257
769,3.6888794541139363
770,3.6888794541139363
771,3.6888794541139363
772,2.6390573296152584
773,4.174387269895637
774,3.5263605246161616
775,4.07753744390572
776,4.787491742782046
777,3.258096538021482
778,3.912023005428146
779,4.51085950651685
780,3.8918202981106265
781,5.438079308923196
782,4.532599493153256
783,5.7430031878094825
784,3.367295829986474
785,3.8066624897703196
786,5.170483995038151
787,4.0943445622221
788,4.653960350157523
789,4.941642422609304
790,3.912023005428146
791,4.5217885770490405
792,4.31748811353631
793,3.4657359027997265
794,4.499809670330265
795,3.295836866004329
796,3.4965075614664802
797,3.2188758248682006
798,5.308267697401205
799,3.58351893845611
800,3.6375861597263857
801,3.8066624897703196
802,3.5263605246161616
803,4.343805421853684
804,3.9318256327243257
805,3.4657359027997265
806,3.8066624897703196
807,3.8501476017100584
808,5.117993812416755
809,4.499809670330265
810,4.574710978503383
811,3.8066624897703196
812,5.627621113690637
813,3.367295829986474
814,4.007333185232471
815,4.382026634673881
816,6.690842277418564
817,3.6888794541139363
818,3.8066624897703196
819,4.31748811353631
820,3.295836866004329
821,3.8501476017100584
822,3.6888794541139363
823,3.2188758248682006
824,3.6109179126442243
825,3.8918202981106265
826,3.6635616461296463
827,4.248495242049359
828,3.6888794541139363
829,4.499809670330265
830,3.4011973816621555
831,4.406719247264253
832,5.0369526024136295
833,4.955827057601261
834,3.4011973816621555
835,3.9889840465642745
836,4.406719247264253
837,2.8903717578961645
838,3.295836866004329
839,4.23410650459726
840,4.672828834461906
841,4.382026634673881
842,4.394449154672439
843,4.430816798843313
844,5.214935757608986
845,3.258096538021482
846,3.367295829986474
847,4.30406509320417
848,3.4011973816621555
849,3.091042453358316
850,5.655991810819852
851,3.1354942159291497
852,3.784189633918261
853,3.5553480614894135
854,3.8066624897703196
855,3.4657359027997265
856,3.295836866004329
857,4.3694478524670215
858,5.19295685089021
859,3.367295829986474
860,4.442651256490317
861,3.6635616461296463
862,3.4657359027997265
863,3.2188758248682006
864,3.9512437185814275
865,4.07753744390572
866,3.6888794541139363
867,4.442651256490317
868,4.356708826689592
869,3.4965075614664802
870,4.454347296253507
871,3.871201010907891
872,3.9318256327243257
873,3.1780538303479458
874,3.367295829986474
875,4.875197323201151
876,3.8918202981106265
877,4.2626798770413155
878,4.605170185988092
879,4.04305126783455
880,3.6888794541139363
881,4.499809670330265
882,4.605170185988092
883,4.382026634673881
884,3.9318256327243257
885,4.174387269895637
886,5.187385805840755
887,3.367295829986474
888,3.8918202981106265
889,4.04305126783455
890,4.189654742026425
891,4.02535169073515
892,3.7612001156935624
893,3.871201010907891
894,4.499809670330265
895,3.912023005428146
896,3.912023005428146
897,3.4011973816621555
898,3.6375861597263857
899,4.787491742782046
900,3.8918202981106265
901,3.8501476017100584
902,4.941642422609304
903,4.564348191467836
904,3.6888794541139363
905,4.0943445622221
906,4.653960350157523
907,3.367295829986474
908,5.19295685089021
909,4.59511985013459
910,2.302585092994046
911,4.941642422609304
912,3.912023005428146
913,3.4339872044851463
914,3.258096538021482
915,3.5553480614894135
916,4.330733340286331
917,8.987196820661973
918,3.5553480614894135
919,3.912023005428146
920,3.4965075614664802
921,2.995732273553991
922,3.6109179126442243
923,3.258096538021482
924,3.8066624897703196
925,4.31748811353631
926,4.0943445622221
927,2.995732273553991
928,4.718498871295094
929,3.4965075614664802
930,4.04305126783455
931,3.6888794541139363
932,4.700480365792417
933,4.787491742782046
934,3.912023005428146
935,5.298317366548036
936,4.605170185988092
937,3.828641396489095
938,4.990432586778736
939,4.700480365792417
940,4.442651256490317
941,3.5553480614894135
942,4.174387269895637
943,3.5553480614894135
944,3.871201010907891
945,4.382026634673881
946,4.48863636973214
947,2.4849066497880004
948,4.204692619390966
949,4.23410650459726
950,4.30406509320417
951,5.438079308923196
952,3.332204510175204
953,4.442651256490317
954,4.820281565605037
955,4.31748811353631
956,3.5553480614894135
957,3.258096538021482
958,3.713572066704308
959,4.394449154672439
960,4.605170185988092
961,2.995732273553991
962,3.6375861597263857
963,3.6888794541139363
964,3.8066624897703196
965,4.143134726391533
966,4.955827057601261
967,4.442651256490317
968,3.5263605246161616
969,3.970291913552122
970,4.330733340286331
971,4.0943445622221
972,3.6888794541139363
973,3.5553480614894135
974,3.912023005428146
975,4.007333185232471
976,4.23410650459726
977,5.393627546352362
978,3.4011973816621555
979,3.332204510175204
980,4.007333185232471
981,5.003946305945459
982,4.68213122712422
983,3.8501476017100584
984,2.5649493574615367
985,3.2188758248682006
986,3.6635616461296463
987,3.6888794541139363
988,3.258096538021482
989,2.8903717578961645
990,4.605170185988092
991,5.0106352940962555
992,5.062595033026967
993,3.4965075614664802
994,4.110873864173311
995,3.871201010907891
996,5.0238805208462765
997,3.912023005428146
998,3.8066624897703196
999,3.5263605246161616
1000,5.298317366548036
1001,4.330733340286331
1002,4.59511985013459
1003,3.7612001156935624
1004,4.787491742782046
1005,4.8283137373023015
1006,3.332204510175204
1007,4.382026634673881
1008,2.8903717578961645
1009,3.6635616461296463
1010,4.330733340286331
1011,3.5263605246161616
1012,3.7612001156935624
1013,4.248495242049359
1014,4.189654742026425
1015,8.987196820661973
1016,4.007333185232471
1017,4.605170185988092
1018,4.406719247264253
1019,3.8501476017100584
1020,3.1780538303479458
1021,4.007333185232471
1022,4.060443010546419
1023,4.007333185232471
1024,3.044522437723423
1025,3.4011973816621555
1026,4.248495242049359
1027,4.007333185232471
1028,3.4339872044851463
1029,4.30406509320417
1030,3.970291913552122
1031,4.6913478822291435
1032,4.007333185232471
1033,3.258096538021482
1034,4.31748811353631
1035,4.941642422609304
1036,3.091042453358316
1037,3.912023005428146
1038,3.871201010907891
1039,4.248495242049359
1040,4.382026634673881
1041,3.7612001156935624
1042,4.143134726391533
1043,4.770684624465665
1044,4.394449154672439
1045,3.5553480614894135
1046,3.9512437185814275
1047,4.584967478670572
1048,3.6888794541139363
1049,5.176149732573829
1050,5.0106352940962555
1051,4.430816798843313
1052,4.787491742782046
1053,3.1780538303479458
1054,3.5553480614894135
1055,5.703782474656201
1056,3.8501476017100584
1057,4.382026634673881
1058,4.31748811353631
1059,3.6109179126442243
1060,3.8066624897703196
1061,3.8066624897703196
1062,3.8066624897703196
1063,3.784189633918261
1064,3.332204510175204
1065,4.605170185988092
1066,4.430816798843313
1067,4.90527477843843
1068,5.153291594497779
1069,3.1780538303479458
1070,3.8066624897703196
1071,3.9512437185814275
1072,3.4657359027997265
1073,4.605170185988092
1074,3.295836866004329
1075,5.10594547390058
1076,3.332204510175204
1077,3.295836866004329
1078,4.543294782270004
1079,3.9512437185814275
1080,4.189654742026425
1081,3.4339872044851463
1082,3.1780538303479458
1083,3.6888794541139363
1084,3.6888794541139363
1085,3.8918202981106265
1086,4.343805421853684
1087,3.5553480614894135
1088,5.298317366548036
1089,3.4339872044851463
1090,3.4011973816621555
1091,3.5263605246161616
1092,3.4339872044851463
1093,3.828641396489095
1094,4.248495242049359
1095,4.248495242049359
1096,4.382026634673881
1097,2.302585092994046
1098,3.1780538303479458
1099,4.48863636973214
1100,3.5553480614894135
1101,3.6888794541139363
1102,5.056245805348308
1103,3.2188758248682006
1104,3.4011973816621555
1105,3.6888794541139363
1106,3.7376696182833684
1107,3.8918202981106265
1108,3.258096538021482
1109,3.8918202981106265
1110,4.382026634673881
1111,4.0943445622221
1112,4.3694478524670215
1113,4.605170185988092
1114,3.912023005428146
1115,3.5553480614894135
1116,4.68213122712422
1117,4.174387269895637
1118,4.605170185988092
1119,3.713572066704308
1120,4.605170185988092
1121,4.875197323201151
1122,3.9512437185814275
1123,3.2188758248682006
1124,3.4965075614664802
1125,4.127134385045092
1126,3.6888794541139363
1127,4.248495242049359
1128,3.8066624897703196
1129,4.927253685157205
1130,4.174387269895637
1131,4.060443010546419
1132,3.367295829986474
1133,4.499809670330265
1134,3.8501476017100584
1135,3.044522437723423
1136,3.2188758248682006
1137,4.382026634673881
1138,3.6888794541139363
1139,4.499809670330265
1140,3.912023005428146
1141,4.204692619390966
1142,4.060443010546419
1143,3.912023005428146
1144,3.258096538021482
1145,5.616771097666572
1146,3.4339872044851463
1147,3.6635616461296463
1148,3.7376696182833684
1149,4.553876891600541
1150,3.7612001156935624
1151,4.0943445622221
1152,4.795790545596741
1153,4.007333185232471
1154,4.007333185232471
1155,2.772588722239781
1156,4.605170185988092
1157,5.575949103146316
1158,4.127134385045092
1159,4.499809670330265
1160,3.5263605246161616
1161,4.59511985013459
1162,3.9318256327243257
1163,3.871201010907891
1164,3.7376696182833684
1165,4.51085950651685
1166,4.867534450455582
1167,4.605170185988092
1168,3.258096538021482
1169,4.174387269895637
1170,2.70805020110221
1171,3.6888794541139363
1172,4.795790545596741
1173,3.2188758248682006
1174,4.07753744390572
1175,4.174387269895637
1176,3.6635616461296463
1177,3.8066624897703196
1178,4.48863636973214
1179,3.871201010907891
1180,3.912023005428146
1181,4.0943445622221
1182,3.4965075614664802
1183,4.276666119016055
1184,3.5553480614894135
1185,5.214935757608986
1186,4.07753744390572
1187,3.7612001156935624
1188,4.418840607796598
1189,3.970291913552122
1190,3.5553480614894135
1191,4.499809670330265
1192,5.883322388488279
1193,4.330733340286331
1194,4.787491742782046
1195,3.7376696182833684
1196,2.995732273553991
1197,4.343805421853684
1198,3.6109179126442243
1199,4.189654742026425
1200,4.48863636973214
1201,3.6888794541139363
1202,5.0106352940962555
1203,2.8903717578961645
1204,3.9512437185814275
1205,3.8066624897703196
1206,4.007333185232471
1207,4.007333185232471
1208,4.23410650459726
1209,3.8066624897703196
1210,3.2188758248682006
1211,3.4657359027997265
1212,3.828641396489095
1213,3.1354942159291497
1214,3.6888794541139363
1215,3.7376696182833684
1216,4.543294782270004
1217,4.127134385045092
1218,3.828641396489095
1219,4.605170185988092
1220,4.07753744390572
1221,2.4849066497880004
1222,4.248495242049359
1223,4.442651256490317
1224,4.007333185232471
1225,4.574710978503383
1226,3.8066624897703196
1227,5.0106352940962555
1228,3.912023005428146
1229,3.2188758248682006
1230,3.6888794541139363
1231,5.075173815233827
1232,3.828641396489095
1233,2.6390573296152584
1234,4.31748811353631
1235,4.859812404361672
1236,3.7376696182833684
1237,4.343805421853684
1238,4.68213122712422
1239,3.4011973816621555
1240,6.173786103901937
1241,4.0943445622221
1242,3.4965075614664802
1243,4.836281906951478
1244,4.060443010546419
1245,3.2188758248682006
1246,4.382026634673881
1247,4.248495242049359
1248,3.7612001156935624
1249,3.970291913552122
1250,3.828641396489095
1251,4.007333185232471
1252,3.6109179126442243
1253,3.4011973816621555
1254,4.219507705176107
1255,4.0943445622221
1256,3.912023005428146
1257,3.713572066704308
1258,3.8066624897703196
1259,3.5553480614894135
1260,4.3694478524670215
1261,3.332204510175204
1262,4.248495242049359
1263,4.31748811353631
1264,4.30406509320417
1265,4.787491742782046
1266,4.6443908991413725
1267,3.8066624897703196
1268,2.995732273553991
1269,3.367295829986474
1270,3.784189633918261
1271,3.6375861597263857
1272,4.382026634673881
1273,4.605170185988092
1274,4.204692619390966
1275,4.382026634673881
1276,5.560681631015528
1277,4.605170185988092
1278,3.784189633918261
1279,3.970291913552122
1280,4.007333185232471
1281,4.836281906951478
1282,4.394449154672439
1283,4.574710978503383
1284,3.784189633918261
1285,3.6888794541139363
1286,3.8066624897703196
1287,3.828641396489095
1288,4.04305126783455
1289,3.5263605246161616
1290,4.276666119016055
1291,2.4849066497880004
1292,4.7535901911063645
1293,3.8918202981106265
1294,3.6888794541139363
1295,4.30406509320417
1296,4.59511985013459
1297,3.4657359027997265
1298,4.110873864173311
1299,3.784189633918261
1300,4.553876891600541
1301,3.8066624897703196
1302,4.248495242049359
1303,4.0943445622221
1304,3.295836866004329
1305,4.672828834461906
1306,4.672828834461906
1307,4.110873864173311
1308,4.060443010546419
1309,4.248495242049359
1310,4.248495242049359
1311,3.5553480614894135
1312,4.553876891600541
