,accommodates,bathrooms_text,beds,minimum_nights,maximum_nights,maximum_minimum_nights,minimum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,reviews_per_month,Dist_Acropolis,Dist_Syntagma,neighbourhood_cleansed_ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,neighbourhood_cleansed_ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,neighbourhood_cleansed_ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,neighbourhood_cleansed_ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,neighbourhood_cleansed_ΑΚΡΟΠΟΛΗ,neighbourhood_cleansed_ΑΜΠΕΛΟΚΗΠΟΙ,neighbourhood_cleansed_ΑΝΩ ΚΥΨΕΛΗ,neighbourhood_cleansed_ΑΝΩ ΠΑΤΗΣΙΑ,neighbourhood_cleansed_ΒΟΤΑΝΙΚΟΣ,neighbourhood_cleansed_ΓΚΑΖΙ,neighbourhood_cleansed_ΓΚΥΖΗ,neighbourhood_cleansed_ΓΟΥΒΑ,neighbourhood_cleansed_ΓΟΥΔΙ,neighbourhood_cleansed_ΕΛΛΗΝΟΡΩΣΩΝ,neighbourhood_cleansed_ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,neighbourhood_cleansed_ΖΑΠΠΕΙΟ,neighbourhood_cleansed_ΘΗΣΕΙΟ,neighbourhood_cleansed_ΙΛΙΣΙΑ,neighbourhood_cleansed_ΚΕΡΑΜΕΙΚΟΣ,neighbourhood_cleansed_ΚΟΛΟΚΥΝΘΟΥ,neighbourhood_cleansed_ΚΟΛΩΝΑΚΙ,neighbourhood_cleansed_ΚΟΛΩΝΟΣ,neighbourhood_cleansed_ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,neighbourhood_cleansed_ΚΥΨΕΛΗ,neighbourhood_cleansed_ΛΥΚΑΒΗΤΤΟΣ,neighbourhood_cleansed_ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,neighbourhood_cleansed_ΝΕΑ ΚΥΨΕΛΗ,neighbourhood_cleansed_ΝΕΟΣ ΚΟΣΜΟΣ,neighbourhood_cleansed_ΝΙΡΒΑΝΑ,neighbourhood_cleansed_ΠΑΓΚΡΑΤΙ,neighbourhood_cleansed_ΠΑΤΗΣΙΑ,neighbourhood_cleansed_ΠΕΔΙΟ ΑΡΕΩΣ,neighbourhood_cleansed_ΠΕΝΤΑΓΩΝΟ,neighbourhood_cleansed_ΠΕΤΡΑΛΩΝΑ,neighbourhood_cleansed_ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,neighbourhood_cleansed_ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,neighbourhood_cleansed_ΠΟΛΥΓΩΝΟ,neighbourhood_cleansed_ΠΡΟΜΠΟΝΑ,neighbourhood_cleansed_ΡΗΓΙΛΛΗΣ,neighbourhood_cleansed_ΡΙΖΟΥΠΟΛΗ,neighbourhood_cleansed_ΣΕΠΟΛΙΑ,neighbourhood_cleansed_ΣΤΑΔΙΟ,neighbourhood_cleansed_ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,room_type_Hotel room,room_type_Private room,room_type_Shared room,host_is_superhost_1.0,host_has_profile_pic_1.0,host_identity_verified_1.0,has_availability_1,instant_bookable_1,has_license_1
1569,2,1.0,1.0,2,1125,2,1125,2.0,1125.0,24,54,84,359,41,2.99,0.581400747275971,0.9361493912240844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
1570,2,1.0,2.0,1,29,1,29,1.0,29.0,23,53,83,358,12,0.18,1.5900334870536676,1.7306244969599256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1571,4,1.0,1.0,1,1125,1,1125,1.0,1125.0,30,60,90,365,1,0.58,0.4131321626440586,0.8605576983936036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1572,4,1.0,1.0,3,1125,3,1125,3.0,1125.0,0,0,0,113,1,0.04,0.8257513417702043,0.6901896531489236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1573,4,1.0,2.0,2,1125,2,1125,2.0,1125.0,21,51,81,356,28,1.41,0.9179379025170183,1.2850660649268832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1574,4,1.5,1.0,1,1125,1,1125,1.0,1125.0,23,53,83,84,0,1.2,1.1657168737320536,1.1666819302660094,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1575,6,1.5,3.0,60,1125,60,1125,60.0,1125.0,29,59,89,364,4,0.29,1.513790607502475,0.7052334145540469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
1576,6,1.5,4.0,2,90,2,1125,2.0,1125.0,18,48,78,116,52,1.23,0.6582077513278245,0.21013048579390312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1577,2,1.0,1.0,4,720,4,720,4.0,720.0,0,24,54,329,2,0.03,2.229787277318873,1.4720997869949264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1578,2,1.0,1.0,2,1125,2,1125,2.0,1125.0,28,58,88,363,1,0.04,1.4527280798163742,0.6179376213599808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1579,4,1.0,2.0,2,1125,2,1125,2.0,1125.0,30,60,90,90,52,1.8,1.542178196498259,1.4771426038369677,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1580,2,1.0,1.0,1,30,1,1125,1.0,1125.0,30,60,90,365,0,1.2,0.8343465405618268,1.2657672049121322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
1581,3,1.0,2.0,4,1125,4,1125,4.0,1125.0,0,9,9,240,49,1.41,4.225866966728069,3.812343683315521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1582,3,1.0,1.0,5,1125,5,1125,5.0,1125.0,28,58,88,88,0,1.2,2.3466649195678064,1.520987861141852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1583,7,1.0,2.0,1,1125,1,1125,1.0,1125.0,6,27,39,228,19,0.49,0.5434217575745839,0.3432874175307038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1584,4,1.0,1.0,5,25,5,25,5.0,25.0,30,60,90,365,0,1.2,1.7660443853930383,1.8405017314283378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1585,2,1.0,1.0,1,1125,1,1125,1.0,1125.0,23,53,83,242,0,1.2,0.5002187599643587,0.8972895247599347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1586,2,1.0,1.0,2,30,2,1125,2.0,1125.0,30,60,90,180,0,1.2,0.3557775394110716,0.7432207793939084,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1587,4,1.0,2.0,2,90,4,365,2.3,365.0,0,0,0,0,16,0.63,1.2563519695154504,1.9806049485304964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1588,4,1.5,2.0,2,60,2,1125,2.0,1125.0,23,53,67,342,11,3.67,0.5796438742086422,0.3726757935120799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1589,4,1.0,2.0,1,1125,1,1125,1.0,1125.0,0,0,0,0,5,5.0,3.7821813240843807,3.537355073206884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1590,4,1.0,2.0,3,75,3,1125,3.0,1125.0,17,39,69,246,47,1.13,1.1046395141714052,1.6389124544333957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
1591,2,1.0,1.0,1,1125,1,1125,1.0,1125.0,30,60,90,365,5,0.39,1.5222666673714853,1.0973940775334372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
1592,2,1.0,1.0,1,1125,1,1125,1.0,1125.0,19,49,79,170,164,3.47,3.414419683236883,2.568690089830752,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
1593,2,1.0,1.0,1,30,1,1125,1.0,1125.0,19,49,79,354,8,2.16,0.6146578685900224,1.3841381799046166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1594,4,1.0,1.0,2,28,2,1125,2.0,1125.0,0,21,51,312,149,4.59,0.929818796317042,1.685609495074317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1595,5,1.0,3.0,2,10,2,10,2.0,10.0,0,0,0,206,45,0.87,1.4818636009340995,1.6665812312115507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
1596,2,1.0,1.0,2,1125,2,1125,2.0,1125.0,0,2,2,56,108,2.43,2.129595502554549,1.7189672629105672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
1597,6,1.5,3.0,2,1125,2,1125,2.0,1125.0,23,23,23,23,19,1.54,1.210728623303391,2.008112597925845,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1598,6,1.0,5.0,2,120,2,1125,2.0,1125.0,13,43,67,247,137,2.55,1.0366508214016774,1.382827001176975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
1599,2,1.0,1.0,2,1125,2,1125,2.0,1125.0,3,6,9,68,13,0.49,2.7494432103344923,2.3814540662195056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1600,2,1.0,1.0,2,14,2,1125,2.0,1125.0,2,25,49,324,86,2.87,1.7618690502723418,1.1158003198602902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1601,4,1.0,2.0,1,1125,4,1125,3.8,1125.0,24,54,84,359,6,1.91,0.39463455698896793,1.1133578378373412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1602,6,2.0,2.0,1,1125,1,1125,1.0,1125.0,12,38,64,336,2,0.14,0.6395887204805755,0.36386865046088773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1603,4,1.0,2.0,1,90,1,90,1.0,90.0,0,0,14,289,7,0.26,2.0628140006292814,2.000222630732812,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
1604,2,1.0,1.0,1,1125,1,1125,1.0,1125.0,0,0,0,0,32,5.19,0.6154154257178484,0.633942207198822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1605,6,1.0,4.0,1,1125,1,1125,1.0,1125.0,4,24,41,316,87,2.87,1.7883658713823662,1.8038253356791065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1606,3,1.0,2.0,1,150,1,1125,1.0,1125.0,0,0,0,178,120,2.71,1.3930431471451743,2.106810940941376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1607,4,1.0,2.0,2,1125,2,1125,2.0,1125.0,21,51,81,171,2,2.0,1.6299074350965452,1.8452925656999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1608,3,1.0,1.0,1,120,1,1125,1.0,1125.0,2,21,39,178,169,4.81,0.6052597894377387,0.2699539798678543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1609,4,1.0,2.0,1,1125,1,1125,1.0,1125.0,0,0,0,0,4,0.15,3.8636042011726035,3.7235122976196044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
1610,2,1.0,1.0,4,1125,4,1125,4.0,1125.0,0,0,0,254,48,0.75,2.236111381784866,2.0053521336833704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1611,2,1.0,1.0,1,1125,1,1125,1.0,1125.0,0,0,0,198,21,0.72,1.7468730343006635,1.0157299817947145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
1612,5,1.0,2.0,1,1125,1,1125,1.0,1125.0,9,28,44,248,97,4.0,0.6649361239704072,0.5137677012433801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1613,2,1.0,1.0,2,1125,2,1125,2.0,1125.0,24,54,61,61,0,1.2,1.8321808494486997,1.458902564484504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1614,2,1.0,1.0,2,1125,2,1125,2.0,1125.0,15,41,71,344,19,1.4,0.7299613507360762,0.6227465106168296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1615,2,1.0,1.0,2,1125,2,1125,2.0,1125.0,0,0,0,239,4,1.21,1.9265493529443654,1.745302655148483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
1616,2,1.5,1.0,1,1125,1,1125,1.0,1125.0,16,46,53,54,78,1.29,1.8959698067794366,2.7530845058797793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1617,1,1.0,1.0,1,1125,1,1125,1.0,1125.0,29,59,89,364,0,1.2,0.6848928069535389,0.23060086593496848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1618,2,1.0,1.0,2,120,2,1125,2.0,1125.0,0,0,0,30,3,0.19,1.7556307354316125,0.9897331956543663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
1619,6,1.5,4.0,2,30,2,30,2.0,30.0,0,0,0,0,0,1.2,2.823094935197136,2.3834098940212822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1620,5,1.0,3.0,1,365,1,1125,1.0,1125.0,20,49,79,354,169,2.64,2.132786347649534,1.2824977162695663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1621,4,1.0,2.0,1,1125,1,1125,1.0,1125.0,0,0,0,22,4,1.07,1.9037277090873803,1.1392202264615596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1622,2,1.0,1.0,2,60,2,60,2.0,60.0,23,53,83,83,33,0.51,1.571871783082555,1.8747285068131745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1623,2,1.0,1.0,1,15,1,15,1.0,15.0,26,51,76,351,37,1.14,0.809679090090318,1.1440730939440762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
1624,3,1.0,1.0,2,1125,2,1125,2.0,1125.0,30,60,90,180,44,1.05,0.36687009078965044,0.5162344069721057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1625,4,1.0,2.0,2,365,2,1125,2.0,1125.0,29,59,89,364,3,1.76,1.588038178829719,1.7754967620248365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1626,3,1.0,2.0,2,1125,2,1125,2.0,1125.0,0,0,0,239,48,1.54,5.182877455481983,4.701579833907131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
1627,2,1.0,1.0,3,14,3,14,3.0,14.0,0,0,0,0,0,1.2,1.7475450876634724,1.817435990000045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1628,5,1.0,2.0,1,28,1,1125,1.0,1125.0,22,52,82,357,180,3.48,0.938703864415775,1.6310007338023171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1629,5,1.0,3.0,3,1125,3,1125,3.0,1125.0,30,60,90,365,0,1.2,1.1906269103274567,1.9292603842949154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1630,6,1.0,3.0,2,1125,2,1125,2.0,1125.0,0,0,6,199,12,1.34,1.7286697966232811,1.5552509839594575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1631,4,1.0,2.0,2,15,2,1125,2.0,1125.0,0,16,42,42,3,0.09,3.741297755606244,3.200750571514911,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
1632,4,1.5,3.0,3,1125,3,1125,2.9,1125.0,0,0,0,0,4,0.11,3.323807308739204,2.484890724445858,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1633,4,1.0,1.0,2,1125,2,1125,2.0,1125.0,12,42,50,50,6,0.24,3.265394443136898,2.400028864068871,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
1634,6,1.0,2.0,1,1125,1,1125,1.0,1125.0,20,42,58,58,2,0.05,0.6244974413656588,1.131392421514082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1635,6,1.0,2.0,1,1125,1,1125,1.0,1125.0,27,57,87,87,11,0.82,1.9735498195958143,2.5896805859672214,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
1636,4,1.0,1.0,3,1125,3,1125,3.0,1125.0,0,0,7,282,127,1.65,0.5057774695368212,0.7341373397961825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1637,3,1.0,2.0,1,500,1,1125,1.0,1125.0,28,58,88,178,48,3.73,1.3028854936458374,0.9226596497426879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1638,10,2.0,7.0,3,1125,3,1125,3.0,1125.0,29,59,89,364,0,1.2,4.33999900574879,3.8644898770720135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1639,5,1.0,3.0,1,30,1,30,1.0,30.0,30,60,90,90,0,1.2,3.8862528202945095,3.020176612184777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1640,3,1.5,2.0,5,1125,5,1125,5.0,1125.0,0,0,0,194,1,0.77,3.000892286972216,2.34007048290864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
1641,7,1.0,3.0,1,40,2,365,2.0,365.0,2,9,21,167,9,2.7,0.6716227975633018,0.4764023006765397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
