,accommodates,bathrooms_text,beds,minimum_nights,maximum_nights,maximum_minimum_nights,minimum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,reviews_per_month,Dist_Acropolis,Dist_Syntagma,neighbourhood_cleansed_ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,neighbourhood_cleansed_ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,neighbourhood_cleansed_ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,neighbourhood_cleansed_ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,neighbourhood_cleansed_ΑΚΡΟΠΟΛΗ,neighbourhood_cleansed_ΑΜΠΕΛΟΚΗΠΟΙ,neighbourhood_cleansed_ΑΝΩ ΚΥΨΕΛΗ,neighbourhood_cleansed_ΑΝΩ ΠΑΤΗΣΙΑ,neighbourhood_cleansed_ΒΟΤΑΝΙΚΟΣ,neighbourhood_cleansed_ΓΚΑΖΙ,neighbourhood_cleansed_ΓΚΥΖΗ,neighbourhood_cleansed_ΓΟΥΒΑ,neighbourhood_cleansed_ΓΟΥΔΙ,neighbourhood_cleansed_ΕΛΛΗΝΟΡΩΣΩΝ,neighbourhood_cleansed_ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,neighbourhood_cleansed_ΖΑΠΠΕΙΟ,neighbourhood_cleansed_ΘΗΣΕΙΟ,neighbourhood_cleansed_ΙΛΙΣΙΑ,neighbourhood_cleansed_ΚΕΡΑΜΕΙΚΟΣ,neighbourhood_cleansed_ΚΟΛΟΚΥΝΘΟΥ,neighbourhood_cleansed_ΚΟΛΩΝΑΚΙ,neighbourhood_cleansed_ΚΟΛΩΝΟΣ,neighbourhood_cleansed_ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,neighbourhood_cleansed_ΚΥΨΕΛΗ,neighbourhood_cleansed_ΛΥΚΑΒΗΤΤΟΣ,neighbourhood_cleansed_ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,neighbourhood_cleansed_ΝΕΑ ΚΥΨΕΛΗ,neighbourhood_cleansed_ΝΕΟΣ ΚΟΣΜΟΣ,neighbourhood_cleansed_ΝΙΡΒΑΝΑ,neighbourhood_cleansed_ΠΑΓΚΡΑΤΙ,neighbourhood_cleansed_ΠΑΤΗΣΙΑ,neighbourhood_cleansed_ΠΕΔΙΟ ΑΡΕΩΣ,neighbourhood_cleansed_ΠΕΝΤΑΓΩΝΟ,neighbourhood_cleansed_ΠΕΤΡΑΛΩΝΑ,neighbourhood_cleansed_ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,neighbourhood_cleansed_ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,neighbourhood_cleansed_ΠΟΛΥΓΩΝΟ,neighbourhood_cleansed_ΠΡΟΜΠΟΝΑ,neighbourhood_cleansed_ΡΗΓΙΛΛΗΣ,neighbourhood_cleansed_ΡΙΖΟΥΠΟΛΗ,neighbourhood_cleansed_ΣΕΠΟΛΙΑ,neighbourhood_cleansed_ΣΤΑΔΙΟ,neighbourhood_cleansed_ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,room_type_Hotel room,room_type_Private room,room_type_Shared room,host_is_superhost_1.0,host_has_profile_pic_1.0,host_identity_verified_1.0,has_availability_1,instant_bookable_1,has_license_1
4106,2,1.0,2.0,4,25,4,1125,4.0,1125.0,0,0,29,29,7,0.18,2.631244413262706,2.610409530341267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
4107,6,1.0,4.0,2,1125,2,1125,2.0,1125.0,29,59,89,364,3,0.04,0.694484978097312,0.33264684328938215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
4108,4,1.0,2.0,5,28,5,28,5.0,28.0,26,51,81,261,97,3.14,2.309692668975636,2.0050763550404405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4109,6,1.0,4.0,1,1125,1,1125,1.0,1125.0,22,52,82,357,16,1.12,3.3038487703924697,2.6377654724725317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4110,3,1.0,2.0,1,1125,1,1125,1.0,1125.0,29,59,89,364,0,1.2,1.3870267160788747,0.5336263156379567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4111,3,1.0,2.0,1,1125,1,1125,1.0,1125.0,16,44,71,344,0,1.2,0.4172440500311013,0.4722722671017927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4112,5,1.0,0.0,1,46,1,365,1.0,365.0,3,22,45,317,1,0.41,0.38729393783649246,0.7801327711021167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4113,4,1.0,3.0,2,1125,2,1125,2.0,1125.0,0,0,0,0,4,0.32,3.529349733181063,3.157937642495985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
4114,4,1.0,2.0,3,1125,3,1125,3.0,1125.0,14,44,74,349,41,2.56,4.566430713202265,4.164725576677173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4115,2,1.0,1.0,1,1125,1,1125,1.0,1125.0,23,53,83,150,1,1.0,2.8611858276031743,2.2442608753863844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
4116,4,1.0,1.0,1,1125,1,1125,1.0,1125.0,21,43,54,54,2,0.79,0.6641297267118781,1.0815120102924367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
4117,4,1.0,3.0,2,365,2,1125,2.0,1125.0,0,0,0,225,202,2.36,0.6315950824920428,1.1749008116261679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
4118,2,1.0,1.0,2,1125,2,1125,2.0,1125.0,19,47,77,335,1,0.26,0.5416148854631316,0.4473303630819927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4119,4,1.0,2.0,2,1125,2,1125,2.0,1125.0,11,31,36,39,86,3.05,1.532697970593811,0.6737145574472652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4120,6,2.0,3.0,2,1125,2,1125,2.0,1125.0,28,58,88,363,5,0.17,1.727860621948636,1.4736985523984654,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4121,6,1.0,4.0,1,1125,1,1125,1.0,1125.0,25,55,62,62,4,0.12,1.590222809869714,1.7792715628959914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
4122,3,1.0,1.0,1,1125,1,1125,1.0,1125.0,27,57,87,87,0,1.2,1.833612453550517,2.153123973570002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4123,4,1.0,2.0,1,1125,1,2,1.0,1119.9,28,58,88,363,3,0.08,1.5810908089238287,1.1425103785314554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
4124,4,2.0,2.0,1,1125,1,1125,1.0,1125.0,17,47,77,350,0,1.2,1.3572682635708044,0.5334224897663074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4125,5,1.0,3.0,2,1125,2,1125,2.0,1125.0,0,0,0,0,1,0.32,1.9409297774739245,2.53438108620159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
4126,4,2.0,3.0,2,90,2,1125,2.0,1125.0,4,29,54,295,6,0.12,0.953546394125978,1.7132562809244303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
4127,4,1.0,1.0,4,80,4,80,4.0,80.0,0,0,0,0,15,0.57,0.17412255033951454,0.7227499303397278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4128,2,1.0,1.0,1,1125,1,1125,1.0,1125.0,30,60,90,365,1,0.46,0.37821114492171076,0.6254174178528344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4129,6,2.0,5.0,1,60,2,1125,2.0,1125.0,3,33,63,338,5,0.25,2.3512202642533593,1.528968780793437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4130,4,1.0,1.0,1,31,1,1125,1.0,1125.0,3,19,42,301,32,0.98,1.3753225628307502,2.0891778934373355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4131,7,1.0,4.0,1,1125,1,1125,1.0,1125.0,30,60,90,365,38,1.08,0.8186483839290721,0.5346765675953662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4132,2,1.0,1.0,1,1125,2,1125,1.0,1125.0,14,44,74,322,6,0.65,1.4628110097877407,0.6432916677231557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
4133,2,1.0,1.0,2,1125,2,1125,2.0,1125.0,28,58,88,363,0,1.2,1.929014571592412,1.0634296595735941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4134,2,1.0,2.0,2,60,2,60,2.0,60.0,17,47,77,345,212,3.11,1.0045963521304935,1.0059143156983381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4135,3,1.0,2.0,2,21,2,21,2.0,21.0,22,52,82,134,3,3.0,1.8342350537696162,1.6895531800252102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4136,4,1.0,1.0,2,61,2,1125,2.0,1125.0,23,53,83,358,23,6.9,0.5301866456216876,0.8834741880485351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
4137,2,1.0,1.0,1,1125,1,1125,1.0,1125.0,24,54,84,120,8,1.67,1.3350071359149338,0.7787149077199023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4138,3,1.0,2.0,2,1124,2,1124,2.0,1124.0,0,0,0,0,5,0.13,2.3128565359842588,2.9331220324196376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4139,4,1.0,3.0,3,1125,3,1125,3.0,1125.0,25,55,85,360,1,0.21,1.7358166186692048,1.112105968920606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4140,6,1.0,2.0,2,1125,2,1125,2.0,1125.0,0,0,23,298,2,0.14,2.2700137002524587,2.667475104423559,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4141,2,1.5,1.0,1,1125,1,1125,1.0,1125.0,21,51,81,356,65,3.06,0.5241630281652746,0.36378745230494974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4142,2,1.0,1.0,1,1125,1,1125,1.0,1125.0,26,56,86,86,45,2.05,2.6401756576517466,2.2448978433477427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
4143,2,1.0,1.0,2,1125,2,1125,2.0,1125.0,0,0,23,113,9,0.43,1.434252426868064,1.4819199227413598,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4144,2,1.0,1.0,2,1125,2,1125,2.0,1125.0,0,0,0,172,65,2.06,2.9233767660756875,2.065515031963192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4145,3,1.0,2.0,2,7,2,7,2.0,7.0,1,1,1,1,79,2.75,2.002688636645741,1.3586000365896476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4146,2,1.0,1.0,3,1125,3,1125,3.0,1125.0,0,0,0,240,141,1.85,4.523195539605273,3.7052400745017353,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4147,4,1.0,1.0,1,4,1,4,1.0,4.0,0,0,0,0,0,1.2,1.802560384842626,1.8950834372718584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4148,2,1.0,3.0,2,1125,2,1125,2.0,1125.0,0,0,25,300,0,1.2,1.5095474682763723,0.6439148323648943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
4149,4,1.0,2.0,3,1125,3,1125,3.0,1125.0,13,43,73,163,71,1.58,1.5290900378799224,1.572621954892957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4150,2,1.0,1.0,2,31,2,1125,2.0,1125.0,26,56,86,86,27,0.88,0.6904818856533065,0.22576238781142513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
4151,7,1.5,2.0,1,1125,1,1125,1.0,1125.0,0,0,0,0,46,1.26,1.064339748399149,1.8285408872965516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4152,7,2.0,7.0,2,1125,2,1125,2.0,1125.0,23,29,29,117,10,0.35,3.1580432247578245,2.74281385509957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
4153,4,1.0,1.0,2,1125,2,1125,2.0,1125.0,16,46,76,351,30,0.69,0.8915728545165771,0.9789979356704184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4154,2,1.0,1.0,2,300,2,300,2.0,300.0,0,24,54,234,1,0.06,3.8973796332711794,3.030844410765608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
4155,4,1.0,2.0,7,1125,7,1125,7.0,1125.0,6,6,6,15,1,0.04,2.816243171621383,2.061914170639442,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
4156,3,1.0,2.0,1,90,1,90,1.0,90.0,0,0,0,46,2,0.07,1.756598534031944,1.4548030751709042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
4157,2,1.0,1.0,1,1125,2,1125,2.0,1125.0,27,57,87,362,17,3.27,0.5364119051500874,0.8161648134189723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4158,2,1.0,1.0,2,1125,2,1125,2.0,1125.0,25,55,85,360,4,3.53,2.370213738459872,2.7676585041224726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4159,2,1.0,1.0,2,1125,2,1125,2.0,1125.0,27,57,87,362,0,1.2,1.0875515718914512,1.1135236225289302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
4160,2,1.0,1.0,1,28,1,28,1.0,28.0,0,0,0,208,7,0.3,1.3563365966799708,1.4773744439354353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4161,4,1.0,2.0,2,1125,2,1125,2.0,1125.0,24,54,79,354,12,4.86,1.5138020781654988,1.7589709461868777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
4162,6,1.5,3.0,11,1125,11,1125,11.0,1125.0,1,1,1,1,6,0.49,1.8130194958255665,0.9599890960602903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
4163,2,1.0,1.0,3,1125,3,1125,3.0,1125.0,0,0,0,208,1,0.04,2.569296868996382,2.3630450146089705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4164,2,1.0,1.0,2,1125,2,1125,2.0,1125.0,0,0,21,112,182,3.35,1.8869440544081375,1.0214376792619437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
4165,4,2.0,3.0,3,1125,3,1125,3.0,1125.0,9,27,35,247,11,1.71,0.5962189160001676,0.41284708696013345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
4166,2,1.0,1.0,1,1125,2,1125,1.3,1125.0,0,0,0,59,125,2.34,1.1865012209402424,1.6531636406832972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
4167,3,1.0,1.0,2,365,2,365,2.0,365.0,25,55,85,360,1,0.7,1.4820729436063191,1.7129165965234134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4168,4,1.5,3.0,2,28,3,28,2.9,28.0,29,59,89,313,0,1.2,3.000789700198263,2.6183963640763994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4169,5,1.0,3.0,1,1125,4,6,1.3,29.3,24,54,84,354,15,0.7,0.5795249505441628,1.2714086567174645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4170,6,1.5,5.0,2,40,2,1125,2.0,1125.0,30,60,90,157,1,0.31,2.0064520318169197,1.502177254711201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4171,9,2.5,5.0,2,1125,2,1125,2.0,1125.0,18,47,77,352,18,0.35,2.206322527680833,1.351511991703668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4172,6,2.0,5.0,2,1125,3,1125,2.0,1125.0,16,46,71,329,12,0.32,1.1840972697929713,1.6564057395408762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4173,4,1.0,2.0,2,365,2,1125,2.0,1125.0,0,0,0,147,12,0.29,0.9580144657717091,1.6516821695078234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
4174,4,2.0,2.0,1,1125,1,1125,1.0,1125.0,19,48,70,339,23,6.16,1.9599003748211392,2.330089860996591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4175,3,1.0,2.0,1,25,1,25,1.0,25.0,28,58,88,89,0,1.2,3.1144018378012364,2.2593276241581117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
4176,2,1.5,1.0,2,14,2,1125,2.0,1125.0,15,40,65,155,41,1.48,1.5410122985088992,1.1687803108349883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
4177,2,1.0,1.0,1,1125,2,1125,2.0,1125.0,7,31,61,336,21,0.94,2.9649481541904468,2.933411461173524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4178,4,1.0,4.0,1,1125,1,1125,1.0,1125.0,0,0,0,0,0,1.2,2.2002466343280296,1.4056372719207308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
