id,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood,room_type,accommodates,bathrooms,beds,price,minimum_nights,maximum_nights,maximum_minimum_nights,minimum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,reviews_per_month,has_license,Dist_Acropolis,Dist_Syntagma
166,1,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,2,1,1,53,3,36,4,1125,3.2,1125,1,1,1,16,198,216,1,2.77,1,1.915082868,1.309259718
167,0,1,1,KOLONAKI,Entire home/apt,4,1.5,4,120,3,1125,3,1125,3,1125,1,23,53,83,358,0,0,1.2,0,1.425909954,0.562213257
168,1,1,1,GKYZI,Private room,2,1,1,22,1,10,1,1125,1,1125,1,16,43,64,244,243,1,3.09,1,3.209380589,2.449381528
169,0,1,1,PAGKRATI,Entire home/apt,4,1,1,35,2,1125,2,1125,2,1125,1,8,34,64,339,345,1,3.76,1,1.561092325,0.858408953
170,0,1,1,KYPSELI,Entire home/apt,7,1.5,3,64,3,600,3,600,3,600,1,0,28,58,306,32,0,0.58,0,3.126964097,2.561306509
171,1,1,1,KOLONAKI,Entire home/apt,2,1,1,76,5,720,5,720,5,720,1,0,0,23,298,5,1,0.06,1,1.752410103,0.900244463
172,0,1,0,KOYKAKI-MAKRYGIANNI,Entire home/apt,2,1,2,65,1,14,1,14,1,14,1,29,59,89,364,23,0,0.34,1,0.588348034,0.938799083
173,1,1,0,NEA KYPSELI,Entire home/apt,4,1,3,40,2,60,2,1125,2,1125,1,7,37,67,342,123,0,1.4,1,3.169121487,2.536296187
174,0,1,1,NEOS KOSMOS,Private room,8,2,8,260,7,1125,7,1125,7,1125,1,0,0,0,0,2,1,0.04,1,1.067417141,1.241807074
175,0,1,1,KERAMEIKOS,Entire home/apt,7,2,4,147,2,730,2,730,2,730,1,0,0,23,283,84,1,1.18,1,1.44821335,1.976169861
176,1,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,2,1,2,57,4,720,4,720,4,720,1,0,0,8,283,2,1,0.74,1,2.230381916,1.472529956
177,0,1,0,KOYKAKI-MAKRYGIANNI,Entire home/apt,3,1,0,40,6,1125,6,1125,6,1125,1,0,0,7,282,4,0,0.07,0,1.258922676,1.994486345
178,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,2,68,2,1125,2,1125,2,1125,1,0,0,23,113,20,1,0.78,1,1.276587781,0.602657869
179,1,1,1,KOLONAKI,Entire home/apt,6,1,3,172,3,1125,3,1125,3,1125,1,0,0,0,0,20,1,0.26,1,1.283098781,0.417809722
180,0,1,0,AKROPOLI,Entire home/apt,3,1,1,43,1,365,1,1125,1,1125,1,14,38,63,332,297,1,3.8,0,0.399932609,0.668294724
181,0,1,1,AKADIMIA PLATONOS,Entire home/apt,10,2,5,286,1,1125,3,365,2.8,365,1,15,45,75,350,311,1,3.41,1,1.883615918,2.178337507
182,0,1,1,GOYDI,Entire home/apt,4,2,2,70,7,365,7,365,7,365,1,3,14,35,230,24,0,0.3,0,3.151604908,2.289651806
183,1,1,1,NIRBANA,Entire home/apt,4,1,2,50,1,9999999,1,1125,1,1125,1,0,0,0,25,133,1,1.7,0,4.721789469,4.434558133
184,0,1,1,STADIO,Entire home/apt,4,2,2,60,2,1125,2,1125,2,1125,1,0,0,9,9,21,0,0.28,1,1.695623634,1.352219678
185,0,1,0,STADIO,Entire home/apt,6,2,3,150,5,1125,5,1125,5,1125,1,30,60,90,365,1,0,0.01,0,1.221030755,0.900854835
186,0,1,1,GKYZI,Entire home/apt,4,2,2,73,3,10,3,10,3,10,1,28,58,88,88,48,0,0.59,1,2.989982557,2.214467123
187,1,1,0,KOYKAKI-MAKRYGIANNI,Entire home/apt,4,1,1,44,5,1125,5,1125,5,1125,1,2,2,2,220,540,1,5.87,1,1.028075883,1.784475651
188,1,1,0,EMPORIKO TRIGONO-PLAKA,Entire home/apt,3,1,1,70,2,30,2,1125,2,1125,1,1,1,1,24,93,0,1.44,1,0.891676723,1.071462467
189,1,1,1,BOTANIKOS,Entire home/apt,6,2,6,109,2,1125,2,1125,2,1125,1,24,54,84,359,142,0,1.66,1,2.157340382,2.835023351
190,0,1,1,KOLONAKI,Entire home/apt,2,1.5,1,28,2,365,2,365,2,365,1,0,26,56,331,57,0,0.66,1,1.894987773,1.028532722
191,0,1,1,KOLONAKI,Entire home/apt,4,1.5,2,90,28,1125,28,1125,28,1125,1,23,53,83,358,52,0,0.67,1,1.423211954,0.594073415
192,0,1,1,PAGKRATI,Private room,2,1,1,45,1,32,1,32,1,32,1,0,0,0,206,344,1,3.88,1,2.060908177,1.641555651
193,1,1,1,NEOS KOSMOS,Entire home/apt,2,1,1,64,1,1125,2,1125,1.3,1125,1,21,51,81,356,384,0,4.59,1,1.653050694,2.180492753
194,1,1,0,LYKABITTOS,Entire home/apt,6,1.5,2,47,3,1125,3,1125,3,1125,1,0,0,0,0,95,1,1.19,1,2.39675473,1.563551596
195,0,1,1,ILISIA,Entire home/apt,8,3.5,8,150,2,1125,2,1125,2,1125,1,30,60,90,365,133,1,1.64,1,2.385419827,1.579255563
196,1,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,5,1.5,3,33,1,1125,1,1125,1,1125,1,5,21,40,130,519,0,6,1,1.854108737,1.344833655
197,1,1,1,KOLONAKI,Entire home/apt,3,1,1,78,1,1125,1,1125,1,1125,1,0,0,0,1,328,1,3.8,1,2.624307795,1.758069296
198,1,1,1,PLATEIA ATTIKIS,Entire home/apt,6,1,3,40,28,1125,28,1125,28,1125,1,0,0,0,116,194,1,2.12,1,2.423107128,2.145484863
199,1,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,4,1,4,70,2,1125,2,1125,2,1125,1,0,0,0,0,310,1,3.5,1,0.849561569,1.553044464
200,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,8,2,6,165,3,90,3,90,3,90,1,24,42,63,333,182,0,2,0,0.525522059,0.845296179
201,0,1,1,AMPELOKIPOI,Entire home/apt,3,1,1,40,4,90,4,1125,4,1125,1,0,0,22,297,33,1,0.66,1,3.612989363,2.762651484
202,1,1,1,AMPELOKIPOI,Entire home/apt,4,1,1,46,1,1125,8,1125,1.5,1125,1,19,49,79,354,30,1,0.42,1,3.855063668,2.990870259
203,0,1,1,NEOS KOSMOS,Entire home/apt,4,1,3,61,3,180,3,180,3,180,1,28,58,88,363,63,0,0.93,0,0.757224408,1.175472351
204,1,1,1,PAGKRATI,Entire home/apt,3,1,2,34,3,65,3,1125,3,1125,1,21,51,59,59,117,1,1.99,1,1.413744429,0.816666165
205,1,1,1,PAGKRATI,Private room,2,1,1,19,2,20,2,1125,2,1125,1,2,13,26,27,293,1,3.27,1,1.836924721,1.130983321
206,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,5,1,2,61,2,1125,2,1125,2,1125,1,2,16,21,212,367,1,4.06,1,0.56600395,0.371086765
207,1,1,1,PAGKRATI,Private room,2,1,1,20,2,15,2,1125,2,1125,1,9,29,41,42,273,1,3.02,1,1.827062332,1.132406232
208,0,1,0,AMPELOKIPOI,Entire home/apt,7,1,5,200,4,1125,4,1125,4,1125,1,30,60,90,365,75,0,0.86,0,4.400184756,3.54163046
209,1,1,1,THISEIO,Entire home/apt,4,1,2,34,3,180,3,1125,3,1125,1,1,1,1,179,103,1,1.99,1,0.784818706,1.543896699
210,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,2,3,66,3,1125,3,1125,3,1125,1,12,28,36,234,102,1,1.31,0,0.681744313,0.913659352
211,0,1,1,AMPELOKIPOI,Entire home/apt,6,1.5,5,64,3,1125,3,1125,3,1125,1,0,14,44,319,52,0,0.69,1,4.27575752,3.43192367
212,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,1,76,2,30,1,1125,1,1125,1,21,51,81,356,264,1,2.9,1,0.612618014,0.254467295
213,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,7,2,3,100,1,1125,1,1125,1,1125,1,5,28,57,66,210,1,2.37,1,0.815847924,0.751413461
214,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,3,95,2,180,2,1125,2,1125,1,5,35,57,116,206,1,2.3,1,0.399609904,0.616519746
215,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,1,387,1,1125,1,1125,1,1125,1,30,60,90,365,9,0,0.1,0,0.812676417,0.119007351
216,0,1,0,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,2,1,1,59,2,1125,2,1125,2,1125,1,14,44,74,349,25,0,0.28,0,1.770657047,1.107230092
217,0,1,1,KOLONOS,Entire home/apt,7,1,0,27,1,1125,1,1125,1,1125,1,0,0,23,298,404,1,4.51,1,3.307604097,3.275131008
218,1,1,1,GOYBA,Entire home/apt,4,1,2,78,3,1125,3,1125,3,1125,1,29,59,89,364,185,0,2.15,1,1.762594934,1.726915161
219,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,1,70,2,30,2,1125,2,1125,1,5,25,55,284,166,0,1.83,1,0.310706004,0.574255879
220,0,1,1,PAGKRATI,Entire home/apt,2,1,1,78,2,1125,2,1125,2,1125,1,26,56,86,361,119,0,1.45,1,1.514269335,0.900668913
221,0,1,0,EMPORIKO TRIGONO-PLAKA,Private room,2,1,1,35,1,20,1,20,1,20,1,0,0,0,239,190,0,2.15,1,0.659355521,1.059611551
222,0,1,1,PAGKRATI,Entire home/apt,2,1,1,30,2,15,2,15,2,15,1,0,0,0,0,113,1,1.43,1,1.668722103,1.064915031
223,0,1,0,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,4,1.5,2,27,2,1125,2,1125,2,1125,1,8,15,45,320,21,0,0.55,1,2.346254845,1.693416422
224,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,5,1,3,120,2,1125,2,1125,2,1125,1,25,46,69,343,1,1,1,1,0.64446943,1.009283632
225,1,1,1,AKROPOLI,Entire home/apt,3,1,1,35,2,365,2,1125,2,1125,1,0,0,0,140,295,1,3.32,1,1.278259646,2.056073714
226,0,1,0,ZAPPEIO,Entire home/apt,2,1,1,60,45,365,45,365,45,365,1,30,60,90,365,0,0,1.2,0,1.033483202,0.866134057
227,0,1,1,THISEIO,Entire home/apt,4,1,2,1000,1,365,1,1125,1,1125,1,30,60,90,365,107,1,1.35,1,0.53987509,1.053385038
228,0,1,0,PLATEIA AMERIKIS,Entire home/apt,4,1,4,48,1,1125,1,1125,1,1125,0,0,0,0,0,0,0,1.2,0,3.41766535,3.138693692
229,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,2,2,140,2,1125,2,1125,2,1125,1,20,44,71,332,3,1,0.04,1,0.552819825,0.887874007
230,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,5,1,3,126,2,1125,2,1125,2,1125,1,19,38,64,336,10,1,0.11,1,0.585071825,0.994941162
231,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,2,100,2,1125,2,1125,2,1125,1,28,51,81,341,4,1,0.05,1,0.802061537,1.061881729
232,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,1,89,2,1125,2,1125,2,1125,1,26,39,65,337,8,1,0.09,1,0.589064517,0.982198971
233,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,1,85,2,1125,2,1125,2,1125,1,25,35,61,327,13,1,0.15,1,0.798085151,1.049398895
234,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,1,50,2,1125,2,1125,2,1125,1,0,0,0,0,187,1,2.09,1,0.835855853,0.716350533
235,1,1,0,AMPELOKIPOI,Entire home/apt,3,1,1,25,1,1125,1,1125,1,1125,1,0,0,0,87,324,1,3.63,1,4.143481722,3.322798058
236,0,1,1,PATISIA,Entire home/apt,4,1,2,54,1,1125,1,1125,1,1125,1,29,49,63,338,102,0,1.14,1,4.321448895,3.819989864
237,0,1,0,SEPOLIA,Private room,4,1.5,2,1050,12,1125,12,1125,12,1125,1,30,60,90,365,0,0,1.2,0,3.775870297,3.611086076
238,0,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,8,1.5,10,100,2,1125,2,1125,2,1125,1,0,24,54,329,105,1,1.25,1,2.08032463,1.80126933
239,1,1,1,AGIOS NIKOLAOS,Entire home/apt,4,1,3,20,4,30,4,1125,4,1125,1,11,20,50,325,107,1,1.23,1,4.292679445,3.949433055
240,1,1,1,KERAMEIKOS,Entire home/apt,12,3.5,4,178,2,1125,2,1125,2,1125,1,15,43,68,323,17,0,0.21,0,0.824325601,1.108125136
241,1,1,1,ILISIA,Entire home/apt,4,1,3,81,1,28,2,365,2,365,1,5,29,57,309,191,1,2.22,1,2.029099452,1.23161577
242,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,3,1,1,59,2,1125,2,1125,2,1125,1,0,28,53,314,335,1,3.86,1,0.309351946,0.612897077
243,1,1,1,THISEIO,Entire home/apt,8,3,4,75,1,30,1,1125,1,1125,1,4,26,49,298,663,0,7.46,1,0.711757612,1.170554071
244,0,1,1,KOLONAKI,Entire home/apt,5,1,3,96,2,730,2,730,2,730,1,17,43,73,324,79,1,0.9,1,1.261108394,0.43020984
245,1,1,1,KERAMEIKOS,Entire home/apt,3,1,1,48,2,1125,2,1125,2,1125,1,12,42,72,347,93,1,1.06,0,0.857161989,1.100428846
246,0,1,1,PLATEIA ATTIKIS,Entire home/apt,6,1,6,53,2,1125,2,1125,2,1125,1,28,58,88,363,16,1,0.29,1,2.221408745,1.891684934
247,0,1,1,AMPELOKIPOI,Entire home/apt,5,1.5,2,51,300,1125,300,1125,300,1125,1,30,60,90,365,6,0,0.08,0,3.545564843,2.695168028
248,1,1,0,KERAMEIKOS,Entire home/apt,4,1.5,3,40,1,1125,1,1125,1,1125,1,0,4,34,309,133,0,1.51,1,1.28456989,1.76842186
249,0,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,8,1,4,50,2,1111,2,1125,2,1125,1,18,41,41,213,202,0,2.28,1,0.511051677,1.11407499
250,0,1,0,ILISIA,Entire home/apt,6,2,6,115,1,31,1,31,1,31,1,0,0,0,266,1,0,0.02,0,2.159715858,1.35659208
251,0,1,1,PETRALONA,Entire home/apt,6,1,3,80,3,31,3,1125,3,1125,1,26,56,86,361,37,0,0.49,1,1.132435869,1.985073208
252,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,5,1,4,74,1,1125,1,1125,1,1125,1,14,44,74,349,163,1,2.52,1,1.072734673,0.375465219
253,0,1,0,PAGKRATI,Entire home/apt,2,1,1,52,4,1125,4,1125,4,1125,1,22,52,82,357,80,0,1.02,1,2.183274138,1.593807029
254,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,3,80,2,30,2,1125,2,1125,1,0,6,36,307,236,1,2.75,1,0.549330077,0.926762786
255,1,1,1,GKAZI,Entire home/apt,2,2.5,1,78,1,90,1,1125,1,1125,1,0,24,54,329,58,1,0.94,1,1.385058903,2.09850379
256,0,1,0,THISEIO,Entire home/apt,4,2,3,70,2,1125,2,1125,2,1125,1,9,39,69,289,4,1,0.08,1,0.993650195,1.752184322
257,1,1,1,AKROPOLI,Entire home/apt,4,1.5,0,155,2,20,2,20,2,20,1,14,44,74,133,137,0,1.63,1,0.445359012,0.931157825
258,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,6,3,3,120,2,1125,2,1125,2,1125,1,14,18,18,18,130,0,1.68,1,0.393163464,0.580537987
259,0,1,0,KOYKAKI-MAKRYGIANNI,Private room,2,1,1,18,1,1125,1,1125,1,1125,1,0,0,0,177,160,0,1.84,0,0.707727834,1.379183871
260,0,1,1,ILISIA,Entire home/apt,4,1,3,44,5,1125,5,1125,5,1125,1,8,38,68,158,4,1,2.22,1,2.516030166,1.715730676
261,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,3,74,1,1124,1,1125,1,1125,1,0,2,32,304,227,1,2.76,1,0.583882534,0.326950296
262,0,1,1,AMPELOKIPOI,Entire home/apt,4,1,2,70,365,1125,365,1125,365,1125,1,29,59,89,364,12,0,0.16,0,3.873530857,3.018180378
263,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,5,1,3,104,2,200,2,200,2,200,1,12,35,62,337,153,0,2.4,1,0.407678319,0.80719379
264,1,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,3,1,3,39,3,1125,3,1125,3,1125,1,4,28,58,333,23,0,0.27,1,2.430376741,1.686061747
265,0,1,1,PAGKRATI,Private room,2,1,2,26,1,32,1,1125,1,1125,1,0,0,0,223,208,1,2.69,1,2.060908177,1.641555651
266,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,6,2,2,306,1,1125,1,1125,1,1125,1,0,0,23,298,9,1,0.41,1,0.371815207,0.790795044
267,0,1,1,NIRBANA,Entire home/apt,4,1,3,250,2,1125,2,1125,2,1125,1,30,60,90,365,0,0,1.2,0,4.584860567,4.347745589
268,0,1,1,PAGKRATI,Entire home/apt,4,1,2,42,2,1125,2,1125,2,1125,1,0,0,20,295,212,1,2.66,1,1.854803374,1.249694566
269,0,1,1,THISEIO,Entire home/apt,2,1,1,264,25,800,25,1125,25,1125,1,0,0,0,0,155,0,1.97,1,0.765738709,1.302290128
270,0,1,1,GKAZI,Entire home/apt,2,1,1,60,7,30,7,30,7,30,1,0,0,0,115,36,0,0.47,1,1.485303292,2.20366323
271,0,1,1,AMPELOKIPOI,Entire home/apt,4,1.5,2,80,2,5,2,5,2,5,1,30,60,90,365,0,0,1.2,0,4.142366979,3.327730518
272,0,1,0,ANO PATISIA,Entire home/apt,2,1,1,50,1,1125,1,1125,1,1125,0,0,0,0,0,0,0,1.2,0,5.708871652,5.250520824
273,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,1,68,3,1125,3,1125,3,1125,1,0,1,20,284,21,0,0.25,0,0.769718971,0.751715976
274,1,1,1,AKROPOLI,Entire home/apt,5,1,2,48,2,65,2,65,2,65,1,17,40,57,147,149,0,1.75,1,1.069399924,1.87583184
275,0,1,0,KOLONAKI,Entire home/apt,2,1,1,40,1,1125,1,1125,1,1125,1,1,31,61,336,50,0,0.61,1,2.11829321,1.251992753
276,0,1,1,ANO KYPSELI,Entire home/apt,2,1,1,23,2,1125,2,1125,2,1125,1,0,1,31,282,43,0,0.56,1,3.996600923,3.463089641
277,1,1,1,THISEIO,Entire home/apt,4,1,5,60,2,1125,2,1125,2,1125,1,10,40,70,345,130,1,1.93,1,0.890819828,1.604922208
278,0,1,1,KYPSELI,Entire home/apt,5,1,5,55,3,1125,3,1125,3,1125,1,30,60,90,365,95,1,1.17,1,2.918391333,2.41167734
279,0,1,1,PAGKRATI,Entire home/apt,4,1,3,49,4,1125,4,1125,3.6,1125,1,28,58,88,363,7,0,0.08,1,1.623692329,1.050769909
280,0,1,0,NEOS KOSMOS,Private room,2,1,1,50,1,7,1,7,1,7,1,29,59,89,364,19,0,0.29,0,1.000509467,1.332768663
281,0,1,1,ILISIA,Entire home/apt,3,1,0,33,3,30,3,30,3,30,1,7,35,65,340,95,0,1.11,1,2.60636011,1.765581128
282,1,1,0,KOLONOS,Entire home/apt,3,1,2,36,3,30,3,1125,3,1125,1,21,51,81,171,27,0,0.74,1,3.027937985,2.961973079
283,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,1,25,5,30,5,30,5,30,1,0,0,0,91,0,0,1.2,1,1.295421699,0.953160851
284,0,1,1,EMPORIKO TRIGONO-PLAKA,Private room,2,1,2,26,1,28,1,1125,1,1125,1,8,35,65,340,151,1,1.9,1,0.46355564,1.002634468
285,0,1,1,KOLONAKI,Entire home/apt,2,0,1,69,4,31,4,1125,4,1125,1,17,47,77,286,65,1,0.98,1,1.270374012,0.548622274
286,0,1,1,NIRBANA,Entire home/apt,2,1,1,23,1,75,1,1125,1,1125,1,10,23,53,328,15,1,0.53,0,4.270676072,3.959105237
287,1,1,1,NEOS KOSMOS,Entire home/apt,4,1,4,200,2,30,2,30,2,30,1,30,60,90,365,219,0,2.55,1,1.274972356,1.606441084
288,0,1,0,EMPORIKO TRIGONO-PLAKA,Entire home/apt,3,1,2,100,5,30,5,30,5,30,0,0,0,0,0,0,0,1.2,0,0.55595917,0.507660239
289,1,1,1,KYPSELI,Entire home/apt,2,1,1,89,2,29,2,29,2,29,1,29,59,89,364,70,0,0.93,1,2.967391363,2.434073935
290,0,1,1,AKROPOLI,Entire home/apt,4,1.5,1,1000,1,365,1,1125,1,1125,1,30,60,90,365,235,1,2.98,1,0.287367068,0.954478183
291,0,1,1,PLATEIA ATTIKIS,Entire home/apt,4,1,2,37,2,1125,2,1125,2,1125,1,23,53,83,358,3,0,0.04,0,2.623561592,2.3966453
292,0,1,0,PATISIA,Entire home/apt,8,1,8,27,2,1125,2,1125,2,1125,0,0,0,0,0,36,0,0.45,0,4.76680502,4.351943067
293,0,1,1,AKROPOLI,Private room,2,1,1,46,1,28,1,1125,1,1125,1,17,37,44,223,67,1,0.85,1,0.04190364,0.908526881
294,1,1,1,LYKABITTOS,Entire home/apt,4,1,1,63,1,1125,1,1125,1,1125,1,30,60,90,365,68,0,1.01,1,2.029586903,1.164234477
295,1,1,1,AMPELOKIPOI,Entire home/apt,4,1,6,49,2,1125,2,1125,2,1125,1,17,47,77,352,87,0,1.15,1,3.42346125,2.587545013
296,1,1,1,AMPELOKIPOI,Entire home/apt,4,2,2,100,7,730,10,1125,7.6,1125,1,0,0,0,0,248,1,3.12,1,4.252423206,3.406896954
297,0,1,0,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,3,1,0,24,3,1125,3,1125,3,1125,1,0,0,3,58,148,0,1.79,1,1.631401894,1.133783832
298,0,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,2,1.5,1,50,1,1125,1,1125,1,1125,1,30,60,90,365,135,0,1.65,0,1.723548082,1.094316267
299,0,1,1,NEA KYPSELI,Entire home/apt,3,1,0,50,1,1125,1,1125,1,1125,1,0,1,31,306,11,0,0.2,1,3.071129374,2.444379857
300,0,1,1,KERAMEIKOS,Entire home/apt,5,1,2,81,1,365,1,1125,1,1125,1,29,59,89,364,15,1,0.32,1,0.789089353,1.108536325
301,1,1,0,PLATEIA AMERIKIS,Entire home/apt,4,1.5,2,31,4,1125,4,1125,4,1125,1,0,0,0,208,96,0,1.28,1,3.270191264,2.922309184
302,1,1,1,KOLONOS,Entire home/apt,4,1,2,50,2,90,2,1125,2,1125,1,0,0,0,267,203,1,2.48,1,2.387758356,2.484472652
303,1,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,4,1,1,50,4,28,4,28,4,28,1,23,53,83,358,88,0,1.19,0,0.573408138,1.136793244
304,0,1,1,PETRALONA,Entire home/apt,4,2.5,2,150,3,386,3,1125,3,1125,1,0,0,0,52,75,0,0.97,1,1.43649225,2.303196251
305,0,1,0,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,6,1,4,50,4,1125,4,1125,4,1125,1,0,0,0,56,2,1,0.02,0,1.741889396,1.550658726
306,1,1,0,PAGKRATI,Entire home/apt,3,1,2,28,2,1125,2,1125,2,1125,1,0,23,53,53,128,1,1.63,1,1.494216214,0.935351963
307,0,1,1,AMPELOKIPOI,Entire home/apt,4,2,2,100,2,30,2,30,2,30,1,28,58,88,363,0,0,1.2,0,4.480892531,3.638971388
308,0,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,3,1,2,22,3,31,3,1125,3,1125,1,6,10,31,306,185,1,2.34,1,1.096083898,1.733030367
309,1,1,0,STADIO,Entire home/apt,4,1.5,3,32,6,1124,6,1125,6,1125,1,0,23,53,53,18,1,0.68,1,1.387801157,0.850079155
310,0,1,1,KOLONOS,Entire home/apt,7,3,3,40,1,1125,1,1125,1,1125,1,19,49,79,344,160,1,2.03,1,2.755421158,2.733517628
311,0,1,1,NIRBANA,Entire home/apt,4,1,2,180,2,1125,2,1125,2,1125,1,30,60,90,365,27,1,0.43,1,4.346559872,4.027927489
312,0,1,0,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,5,1,3,60,1,1125,1,1125,1,1125,1,0,0,0,239,35,0,0.46,0,2.007996832,1.689380009
313,0,1,1,PLATEIA ATTIKIS,Entire home/apt,4,1,2,35,1,1125,1,1125,1,1125,1,0,0,0,0,151,1,1.8,1,3.023638605,2.899540419
314,0,1,1,KYPSELI,Entire home/apt,2,1,2,49,7,360,7,360,7,360,1,9,39,69,344,10,1,0.18,0,2.752743073,2.30740699
315,1,1,1,THISEIO,Entire home/apt,4,1,1,66,2,750,2,1125,2,1125,1,24,54,84,174,149,0,1.8,1,0.544214039,1.093190835
316,0,1,1,NEOS KOSMOS,Entire home/apt,4,1,2,46,2,1125,2,1125,2,1125,1,0,5,35,310,38,0,0.48,1,0.859340884,1.084992521
317,0,1,0,KOLONAKI,Entire home/apt,2,1,1,41,3,40,3,1125,3,1125,1,15,42,72,340,238,0,2.98,1,1.281789425,0.515300712
318,0,1,0,PAGKRATI,Entire home/apt,3,1,2,48,3,1125,3,1125,3,1125,1,30,60,90,365,75,0,0.96,1,1.813525778,1.241409818
319,0,1,1,PAGKRATI,Private room,2,1,1,35,2,4,2,4,2,4,1,0,0,22,297,5,0,0.07,1,2.164159178,1.581722895
320,0,1,0,PLATEIA ATTIKIS,Entire home/apt,4,1,4,79,1,1125,1,1125,1,1125,1,29,59,89,364,0,0,1.2,0,3.33684965,3.125806783
321,0,1,0,EMPORIKO TRIGONO-PLAKA,Private room,1,1,1,60,1,1125,1,1125,1,1125,1,30,60,90,365,1,0,0.01,1,0.622587462,0.808607458
322,0,1,0,EMPORIKO TRIGONO-PLAKA,Private room,2,1,1,120,1,1125,1,1125,1,1125,1,29,59,89,364,1,0,0.02,1,0.623608108,0.857948237
323,0,1,0,EMPORIKO TRIGONO-PLAKA,Private room,2,1,2,90,1,1125,1,1125,1,1125,1,0,0,0,0,0,0,1.2,1,0.614430945,0.98735905
324,0,1,0,EMPORIKO TRIGONO-PLAKA,Private room,3,1,2,170,1,1125,1,1125,1,1125,1,30,60,90,365,1,0,0.02,1,0.579795124,0.828540926
325,0,1,0,EMPORIKO TRIGONO-PLAKA,Private room,4,1,3,160,1,1125,1,1125,1,1125,1,30,60,90,365,1,0,0.01,1,0.417896297,0.840076726
326,0,1,0,EMPORIKO TRIGONO-PLAKA,Private room,4,2,3,180,1,1125,1,1125,1,1125,1,30,60,90,365,2,0,0.03,1,0.471899352,0.801738865
327,0,1,1,PAGKRATI,Private room,2,1,1,19,1,1125,1,1125,1,1125,1,0,0,22,297,139,0,3.25,1,2.366901051,1.845275135
328,1,1,1,NEOS KOSMOS,Entire home/apt,3,1,2,90,2,300,2,1125,2,1125,1,20,46,70,345,257,1,3.24,1,0.975309968,1.176146764
329,1,1,1,ZAPPEIO,Entire home/apt,4,1,1,263,1,90,1,1125,1,1125,1,11,30,37,288,574,1,7.23,0,0.818597234,0.913791759
330,1,1,1,PETRALONA,Entire home/apt,2,1,1,34,1,1125,1,1125,1,1125,1,25,55,85,175,75,1,0.99,1,1.411049111,2.264583557
331,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,2,136,2,30,1,1125,1,1125,1,21,51,81,350,83,1,1.26,1,0.629515286,0.237208739
332,0,1,1,STATHMOS LARISIS,Private room,2,1,1,63,1,1125,1,1125,1,1125,1,19,49,79,344,8,1,0.12,0,2.737667484,2.678496918
